EdgeNum	OrgID	targetID	Obs_In	slope	r_sq	adj_r_sq	p_val	fdr_p_value	sumtomax	stm_rsqadj	Sub_Support
2082	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides"	BV3taxa_BV3taxa	0.715560798	0.353789731	0.341597084	1.68E-06	0.000636073	10.12139037	3.457437442	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"
2083	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"	"k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified"	BV5taxa_Ftradtaxa	0.59765353	0.602639365	0.59661875	7.40E-15	3.74E-12	5.1180087	3.053499951	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"
2084	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dyella"	BV5taxa_BV5taxa	0.715812938	0.849110466	0.846824261	8.33E-29	4.21E-26	3.548850846	3.005252994	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"
2085	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;Other"	BV3taxa_BV5taxa	0.649840341	0.311664294	0.298676828	9.48E-06	0.003591268	10.0571197	3.003828614	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"
2086	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botrytis"	BV5taxa_Ftradtaxa	1.473156468	0.45887086	0.450671933	2.25E-10	1.13E-07	8.702061856	3.92177504	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"
2087	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;Other"	BV3taxa_BV5taxa	0.736261491	0.33193275	0.319327708	4.17E-06	0.001580931	10.7245682	3.424651779	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"
2088	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium"	BV5taxa_Ftradtaxa	0.565256444	0.52020216	0.512932495	4.00E-12	2.02E-09	7.49665645	3.8452787	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"
2089	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"	"k__Fungi;p__Ascomycota;Other;Other;Other;Other"	BV3taxa_Ftradtaxa	0.699867311	0.328733494	0.316068088	4.76E-06	0.001802185	10.03315508	3.171160146	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"
2090	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"	"k__Chromalveolata;p__Stramenopiles;c__Oomycetes;o__Peronosporales;f__Peronosporaceae;g__Hyaloperonospora"	BV3taxa_Otradtaxa	0.494356102	0.253762804	0.239682857	8.83E-05	0.033467283	20.35062567	4.877696101	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"
2091	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium"	BV5taxa_Ftradtaxa	0.496018383	0.480010975	0.472132353	5.90E-11	2.98E-08	8.33249782	3.934041802	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"
2092	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Terracoccus"	BV5taxa_BV5taxa	0.507206104	0.566681743	0.560116315	1.33E-13	6.71E-11	6.288112431	3.522074363	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"
2093	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae sedis;g__Dioszegia"	BV5taxa_Ftradtaxa	-0.619306959	-0.289293542	-0.278525263	2.24E-06	0.001133484	13.19520087	3.675196788	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"
2094	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;Other"	BV5taxa_BV5taxa	0.993320549	0.377427625	0.36799471	2.51E-08	1.27E-05	9.137903226	3.362700049	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"
2095	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"	"k__Fungi;Other;Other;Other;Other;Other"	BV5taxa_FITS2taxa	0.399990208	0.312814097	0.299598984	1.10E-05	0.005561932	12.25129965	3.670476928	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"
2096	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"	"k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified"	BV5taxa_Ftradtaxa	0.521488216	0.549821899	0.543001019	4.75E-13	2.40E-10	5.95385007	3.232946653	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"
2097	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium"	BV5taxa_BV5taxa	0.951123031	0.496529362	0.488901019	2.00E-11	1.01E-08	6.550403226	3.202498813	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium"
2098	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	BV5taxa_BV5taxa	0.579321563	0.333999738	0.323908825	2.46E-07	0.000124354	10.409689	3.371790132	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__"
2099	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium"	BV5taxa_BV5taxa	0.588601461	0.324859985	0.31463059	3.91E-07	0.000197494	10.27083333	3.231518355	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2100	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Terracoccus"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	BV5taxa_BV5taxa	1.1120201	0.342072001	0.332103395	1.63E-07	8.22E-05	9.978176113	3.31378616	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Terracoccus"
2101	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__EB1003;g__"	BV5taxa_BV5taxa	0.599097174	0.357841357	0.348111681	7.16E-08	3.62E-05	9.902777778	3.447272614	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2102	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	BV5taxa_BV5taxa	0.518798309	0.400868561	0.391790812	6.89E-09	3.48E-06	10.69451872	4.19001417	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__;g__"
2103	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Chromalveolata;p__Stramenopiles;c__Oomycetes;o__Albuginales;f__Albuginaceae;g__Albugo"	BV5taxa_Otradtaxa	-0.190979633	-0.208715352	-0.196541742	0.000101854	0.051436252	16.13848838	3.171886622	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2104	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;Other"	BV5taxa_BV5taxa	0.636405213	0.63897313	0.633503026	3.04E-16	1.54E-13	8.880174875	5.625617655	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2105	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"	BV5taxa_BV5taxa	0.768209618	0.328018789	0.317837255	3.34E-07	0.000168425	10.45833333	3.324047961	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2106	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__"	BV3taxa_BV5taxa	0.590184311	0.309338651	0.296307305	1.04E-05	0.003940321	10.70805921	3.172876164	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2107	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__"	BV5taxa_BV5taxa	0.617507602	0.252820019	0.24149911	1.24E-05	0.006283948	13.13480392	3.172043462	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2108	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__"	BV5taxa_BV5taxa	0.72329881	0.28222462	0.271349236	3.15E-06	0.001589121	13.05833333	3.543368772	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2109	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium"	BV5taxa_BV5taxa	0.365820473	0.364426198	0.354796292	5.05E-08	2.55E-05	10.59591723	3.75939214	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2110	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];g__"	BV5taxa_BV5taxa	0.420690081	0.247834892	0.236438451	1.56E-05	0.007896513	14.20075758	3.35760513	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2111	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas"	BV5taxa_BV5taxa	0.793798292	0.391630604	0.382412886	1.15E-08	5.83E-06	9.601190476	3.671618956	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2112	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__"	BV5taxa_BV5taxa	0.489247656	0.254255978	0.242956826	1.16E-05	0.005882371	13.53869048	3.289317271	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2113	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium"	BV5taxa_Ftradtaxa	0.307168739	0.314479007	0.304092326	6.57E-07	0.000331685	12.05292793	3.665202886	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2114	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	BV5taxa_BV5taxa	0.466603888	0.289422074	0.278655741	2.23E-06	0.00112651	15.44809582	4.304700596	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"
2115	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;Other"	BV5taxa_BV5taxa	0.373321837	0.35292578	0.343121625	9.27E-08	4.68E-05	9.952057183	3.414766035	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__"
2116	"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter"	BV3taxa_BV5taxa	0.377007552	0.392103629	0.380633886	3.17E-07	0.000120135	9.927849928	3.778876096	"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__"
2117	"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__"	"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];Other"	BV3taxa_BV5taxa	0.468175272	0.317865501	0.304995039	7.39E-06	0.002800509	12.05681818	3.67726973	"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__"
2118	"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes"	BV3taxa_BV5taxa	0.404984655	0.344769262	0.332406418	2.45E-06	0.000929287	9.535476718	3.169653662	"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__"
2119	"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__"	"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__"	BV3taxa_BV3taxa	0.628644213	0.480778979	0.470982356	4.42E-09	1.68E-06	6.912587413	3.255706704	"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__"
2120	"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__"	"k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae];g__DA101"	BV3taxa_BV3taxa	0.578064756	0.49013527	0.480515181	2.71E-09	1.03E-06	8.658008658	4.160304595	"k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__"
2121	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other;Other;Other"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.602258812	0.403171034	0.394128171	6.05E-09	3.06E-06	14.125	5.567060412	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other;Other;Other"
2122	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.709127244	0.411333047	0.402413851	3.81E-09	1.92E-06	16.91779279	6.807954143	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"
2123	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__"	BV5taxa_BV5taxa	0.415607049	0.347044622	0.337151359	1.26E-07	6.36E-05	11.48333333	3.87162144	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2124	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.559616316	0.310535728	0.3000893	7.98E-07	0.000403129	15.06359649	4.520424119	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium"
2125	"k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.725877189	0.383893547	0.3745586	1.77E-08	8.93E-06	14.25833333	5.340581379	"k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__"
2126	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Fungi;p__Ascomycota;Other;Other;Other;Other"	BV5taxa_Ftradtaxa	0.361167228	0.339022224	0.329007409	1.90E-07	9.62E-05	12.16960784	4.00389115	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2127	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Chromalveolata;p__Stramenopiles;c__Oomycetes;o__Peronosporales;f__Peronosporaceae;g__Hyaloperonospora"	BV5taxa_Otradtaxa	0.238532842	0.187024119	0.174516797	0.000257438	0.130006205	24.89508333	4.344610214	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2128	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"	BV5taxa_BV5taxa	0.645117713	0.311607594	0.301177406	7.57E-07	0.000382349	11.45555556	3.450154506	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2129	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira"	BV5taxa_BV5taxa	0.744228363	0.443757671	0.435329757	5.66E-10	2.86E-07	8.816666667	3.838157356	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2130	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__"	BV5taxa_BV5taxa	0.576065795	0.314119498	0.303727369	6.69E-07	0.000337651	12.90980392	3.921060777	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2131	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__;g__"	BV5taxa_BV5taxa	0.689825273	0.419473165	0.410677304	2.38E-09	1.20E-06	9.866666667	4.052016065	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2132	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__"	BV5taxa_BV5taxa	0.615770797	0.388194038	0.37892425	1.40E-08	7.05E-06	10.98333333	4.161851351	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2133	"k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.84963323	0.552795612	0.546019788	3.81E-13	1.92E-10	14.45833333	7.8945361	"k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__"
2134	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.943465724	0.620083252	0.614326938	1.66E-15	8.38E-13	15.72916667	9.662850796	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
2135	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__"	BV5taxa_BV5taxa	0.665323017	0.551745489	0.544953754	4.12E-13	2.08E-10	12.49259259	6.807885227	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2136	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dokdonella"	BV5taxa_BV5taxa	0.691042678	0.377955708	0.368530794	2.44E-08	1.23E-05	11.18787879	4.123077857	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2137	"k__Bacteria;p__Chloroflexi;Other;Other;Other;Other"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.596188908	0.398549582	0.389436697	7.85E-09	3.96E-06	11.75	4.575881185	"k__Bacteria;p__Chloroflexi;Other;Other;Other;Other"
2138	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Fungi;Other;Other;Other;Other;Other"	BV5taxa_Ftradtaxa	0.34583183	0.293662572	0.282960489	1.82E-06	0.000918475	11.73333333	3.320069741	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2139	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.624459417	0.421201515	0.412431841	2.15E-09	1.09E-06	11.69166667	4.822015603	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__"
2140	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.673297903	0.350063089	0.34021556	1.08E-07	5.44E-05	16.29166667	5.542678502	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter"
2141	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];Other"	BV5taxa_BV5taxa	0.602672411	0.443246545	0.434810887	5.84E-10	2.95E-07	13.9	6.043871328	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
2142	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other;Other"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.897542965	0.446462771	0.438075843	4.81E-10	2.43E-07	16.45833333	7.209998252	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other;Other"
2143	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	BV5taxa_BV5taxa	0.864783641	0.46793499	0.459873399	1.27E-10	6.44E-08	15.23882114	7.007928477	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes"
2144	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.595071614	0.486390156	0.478608189	3.90E-11	1.97E-08	12.23333333	5.854973512	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__"
